peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	cluster	row_cluster	small.cluster	khom_cluster	ehom_cluster
peak.170	chr1	72583008	72583408	401	*	61.91826676	75.74510985	24.02198084	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.171	chr1	72748529	72748929	401	*	112.5786668	82.37280697	10.80989138	12.25469205	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.172	chr1	72764275	72764675	401	*	15.94864447	87.10687633	7.206594251	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.173	chr1	73169406	73169806	401	*	22.51573337	71.01104049	9.608792334	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.174	chr1	73826185	73826585	401	*	208.2705337	123.0858035	10.80989138	33.08766852	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.175	chr1	74284660	74285060	401	*	75.99060012	82.37280697	8.407693293	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.176	chr1	74295404	74295804	401	*	88.18662236	92.78775957	9.608792334	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.177	chr1	74386842	74387242	401	*	81.61953346	64.38334338	22.82088179	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.178	chr1	74437711	74438111	401	*	153.8575114	101.3090844	10.80989138	26.9603225	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.179	chr1	74587996	74588396	401	*	74.11428901	67.223785	14.4131885	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.180	chr1	74706059	74706459	401	*	26.2683556	110.7772232	6.005495209	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.181	chr1	74773060	74773460	401	*	46.90777785	76.69192373	7.206594251	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.182	chr1	74816776	74817176	401	*	43.15515562	50.18113528	7.206594251	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.183	chr1	74848625	74849025	401	*	273.0032671	247.1184209	22.82088179	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.184	chr1	74850986	74851386	401	*	100.3826446	88.05369021	4.804396167	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.185	chr1	74858889	74859289	401	*	188.569267	62.48971563	14.4131885	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.186	chr1	74875365	74875765	401	*	29.08282227	54.91520464	10.80989138	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.187	chr1	75126859	75127259	401	*	70.36166678	33.13848556	62.45715017	19.60750727	k88n.gained	e80a.lost	k88n_unique	k88n.notDB	
peak.188	chr1	75239821	75240221	401	*	73.17613345	115.5112925	13.21208946	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.189	chr1	75317622	75318022	401	*	36.58806672	57.75564626	3.603297125	13.48016125	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.190	chr1	75405543	75405943	401	*	112.5786668	137.2880116	6.005495209	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.191	chr1	75463760	75464160	401	*	212.0231559	147.7029642	28.826377	42.89142216	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.192	chr1	75521259	75521659	401	*	127.5891558	120.2453619	16.81538659	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.193	chr1	75909359	75909759	401	*	176.3732447	229.1289573	13.21208946	52.6951758	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.194	chr1	76104318	76104718	401	*	57.22748898	81.42599309	22.82088179	44.11689136	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.195	chr1	76118812	76119212	401	*	155.7338225	275.5228371	6.005495209	29.41126091	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.196	chr1	76166507	76166907	401	*	116.3312891	156.2242891	20.41868371	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.197	chr1	76453197	76453597	401	*	92.87740015	22.72353296	80.4736358	19.60750727	k88n.gained	e80a.lost	k88n_unique	k88n.notDB	
peak.198	chr1	76849409	76849809	401	*	30.02097783	100.3622706	21.61978275	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.199	chr1	77082898	77083298	401	*	16.88680003	59.64927401	4.804396167	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.200	chr1	77101881	77102281	401	*	33.77360005	116.4581064	7.206594251	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.201	chr1	77380163	77380563	401	*	10.31971113	15.14902197	111.7022109	14.70563045	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.202	chr1	77456693	77457093	401	*	25.33020004	75.74510985	21.61978275	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.203	chr1	77506265	77506665	401	*	9.38155557	18.93627746	88.88132909	14.70563045	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.204	chr1	77532248	77532648	401	*	5.628933342	17.04264972	64.85934826	11.02922284	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.205	chr1	77660462	77660862	401	*	179.1877114	204.5117966	73.26704155	42.89142216	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.206	chr1	77662758	77663158	401	*	16.88680003	9.468138732	112.9033099	8.578284432	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.207	chr1	77673357	77673757	401	*	15.01048891	65.33015725	8.407693293	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.208	chr1	78284061	78284461	401	*	25.33020004	51.12794915	9.608792334	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.209	chr1	78488926	78489326	401	*	86.31031125	89.94731795	8.407693293	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.210	chr1	78567427	78567827	401	*	429.6752451	341.7998082	70.86484347	74.75362148	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.211	chr1	78655575	78655975	401	*	69.42351122	107.9367815	12.01099042	23.28391489	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.212	chr1	79379584	79379984	401	*	14.07233336	7.574510985	91.28352718	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.213	chr1	80208782	80209182	401	*	65.67088899	77.6387376	8.407693293	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.214	chr1	80256670	80257070	401	*	63.79457788	53.0215769	9.608792334	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.215	chr1	80404003	80404403	401	*	76.92875568	10.41495261	8.407693293	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.216	chr1	80413695	80414095	401	*	142.5996447	170.4264972	10.80989138	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.217	chr1	80424651	80425051	401	*	197.012667	220.6076325	7.206594251	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.218	chr1	80427504	80427904	401	*	267.3743338	256.5865596	6.005495209	37.98954534	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.219	chr1	81163664	81164064	401	*	8.443400013	79.53236535	14.4131885	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.220	chr1	81327622	81328022	401	*	4.690777785	11.36176648	88.88132909	22.05844568	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.221	chr1	82066204	82066604	401	*	119.1457557	52.07476303	20.41868371	26.9603225	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.222	chr1	82191650	82192050	401	*	197.012667	142.9688949	18.01648563	56.37158341	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.223	chr1	82746448	82746848	401	*	298.3334671	226.2885157	38.43516934	60.04799102	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.224	chr1	83345077	83345477	401	*	118.2076002	58.70246014	36.03297125	30.63673011	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.225	chr1	83347972	83348372	401	*	199.8271337	151.4902197	36.03297125	69.85174466	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.226	chr1	83397524	83397924	401	*	43.15515562	64.38334338	54.04945688	29.41126091	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.227	chr1	83662109	83662509	401	*	211.0850003	151.4902197	128.5175975	44.11689136	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.228	chr1	84286507	84286907	401	*	18.76311114	15.14902197	121.3110032	13.48016125	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.229	chr1	84387510	84387910	401	*	70.36166678	11.36176648	9.608792334	7.352815227	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.230	chr1	84416083	84416483	401	*	113.5168224	78.58555147	18.01648563	19.60750727	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.231	chr1	84549729	84550129	401	*	141.6614891	215.8735631	9.608792334	13.48016125	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.232	chr1	84838074	84838474	401	*	74.11428901	8.521324859	24.02198084	8.578284432	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.lost
peak.233	chr1	84840022	84840422	401	*	34.71175561	33.13848556	8.407693293	13.48016125	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.234	chr1	84849948	84850348	401	*	110.7023557	86.16006246	9.608792334	20.83297648	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.235	chr1	86064163	86064563	401	*	85.37215569	74.79829598	18.01648563	20.83297648	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.236	chr1	86070087	86070487	401	*	59.10380009	92.78775957	6.005495209	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.237	chr1	86141087	86141487	401	*	125.7128446	168.5328694	9.608792334	22.05844568	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.238	chr1	86156596	86156996	401	*	127.5891558	284.9909758	6.005495209	19.60750727	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.239	chr1	86359277	86359677	401	*	96.63002238	92.78775957	12.01099042	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.240	chr1	86487312	86487712	401	*	69.42351122	84.26643471	9.608792334	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.241	chr1	86525197	86525597	401	*	39.4025334	45.44706591	3.603297125	11.02922284	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.242	chr1	86526350	86526750	401	*	106.9497335	122.1389896	14.4131885	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.243	chr1	86535695	86536095	401	*	66.60904455	131.6071284	3.603297125	11.02922284	e80a.gained	e80a.notDB	e80a_shared		e80a.notDB
peak.244	chr1	86551832	86552232	401	*	101.3208002	99.41545668	13.21208946	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.245	chr1	86561787	86562187	401	*	62.85642232	32.19167169	15.61428754	19.60750727	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.246	chr1	86576742	86577142	401	*	178.2495558	168.5328694	15.61428754	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.247	chr1	87432877	87433277	401	*	56.28933342	3.787255493	13.21208946	7.352815227	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	
peak.248	chr1	87574283	87574683	401	*	39.4025334	93.73457345	19.21758467	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.249	chr1	87583074	87583474	401	*	17.82495558	96.57501506	7.206594251	1.225469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.250	chr1	87585896	87586296	401	*	19.7012667	158.1179168	8.407693293	4.901876818	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.251	chr1	87710875	87711275	401	*	256.1164671	65.33015725	8.407693293	24.50938409	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.252	chr1	88968976	88969376	401	*	40.34068895	93.73457345	13.21208946	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.253	chr1	89069878	89070278	401	*	69.42351122	69.11741274	12.01099042	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.254	chr1	89332336	89332736	401	*	55.35117787	106.9899677	7.206594251	13.48016125	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.255	chr1	89464939	89465339	401	*	56.28933342	70.06422662	13.21208946	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.256	chr1	89504144	89504544	401	*	35.64991117	56.80883239	13.21208946	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.257	chr1	89576625	89577025	401	*	85.37215569	118.3517341	10.80989138	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.258	chr1	89750943	89751343	401	*	75.05244456	67.223785	76.87033868	19.60750727	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.259	chr1	89885709	89886109	401	*	89.12477792	78.58555147	4.804396167	9.803753636	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.260	chr1	89893325	89893725	401	*	54.41302231	67.223785	8.407693293	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.261	chr1	89898330	89898730	401	*	24.39204448	47.34069366	15.61428754	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.262	chr1	89918217	89918617	401	*	70.36166678	103.2027122	12.01099042	6.127346023	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.263	chr1	89922818	89923218	401	*	90.06293348	19.88309134	32.42967413	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.264	chr1	90015585	90015985	401	*	10.31971113	7.574510985	118.9088051	6.127346023	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.265	chr1	90353161	90353561	401	*	30.95913338	115.5112925	12.01099042	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.266	chr1	90733916	90734316	401	*	205.456067	168.5328694	18.01648563	37.98954534	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.267	chr1	91404337	91404737	401	*	18.76311114	49.23432141	2.402198084	6.127346023	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.268	chr1	91540326	91540726	401	*	43.15515562	63.4365295	6.005495209	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.269	chr1	92174454	92174854	401	*	8.443400013	16.09583584	84.07693293	2.450938409	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.270	chr1	92180355	92180755	401	*	81.61953346	84.26643471	32.42967413	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.271	chr1	92641877	92642277	401	*	81.61953346	83.31962084	8.407693293	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.272	chr1	92906490	92906890	401	*	36.58806672	58.70246014	3.603297125	14.70563045	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.273	chr1	93300220	93300620	401	*	85.37215569	144.8625226	8.407693293	17.15656886	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.274	chr1	93333673	93334073	401	*	44.09331118	86.16006246	19.21758467	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.275	chr1	93478290	93478690	401	*	48.78408897	59.64927401	7.206594251	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.276	chr1	93523031	93523431	401	*	52.53671119	50.18113528	15.61428754	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.277	chr1	93620844	93621244	401	*	29.08282227	81.42599309	8.407693293	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.278	chr1	93634615	93635015	401	*	35.64991117	58.70246014	7.206594251	4.901876818	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.279	chr1	93635598	93635998	401	*	64.73273344	66.27697112	12.01099042	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.280	chr1	93669951	93670351	401	*	257.0546226	270.7887677	3.603297125	31.86219932	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.281	chr1	93731831	93732231	401	*	351.8083339	282.1505342	19.21758467	42.89142216	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.282	chr1	93760153	93760553	401	*	129.4654669	167.5860556	13.21208946	9.803753636	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.283	chr1	94089150	94089550	401	*	85.37215569	22.72353296	4.804396167	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.284	chr1	97638194	97638594	401	*	97.56817793	73.85148211	14.4131885	12.25469205	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.285	chr1	97644428	97644828	401	*	239.229667	249.9588625	8.407693293	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.286	chr1	104763353	104763753	401	*	120.0839113	63.4365295	122.5121023	39.21501455	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.287	chr1	104956989	104957389	401	*	197.012667	238.597096	31.22857509	47.79329898	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.288	chr1	105679336	105679736	401	*	51.59855564	17.98946359	76.87033868	14.70563045	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.289	chr1	106008148	106008548	401	*	99.44448905	201.671355	4.804396167	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.290	chr1	106663378	106663778	401	*	25.33020004	146.7561503	6.005495209	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.291	chr1	106696416	106696816	401	*	39.4025334	75.74510985	9.608792334	20.83297648	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.292	chr1	106745089	106745489	401	*	172.6206225	181.7882637	9.608792334	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.293	chr1	106774820	106775220	401	*	22.51573337	71.01104049	6.005495209	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.294	chr1	118321525	118321925	401	*	81.61953346	43.55343817	10.80989138	13.48016125	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.295	chr1	118389149	118389549	401	*	237.3533559	237.6502822	24.02198084	34.31313773	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.296	chr1	118459029	118459429	401	*	73.17613345	74.79829598	22.82088179	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.297	chr1	118482437	118482837	401	*	161.3627558	169.4796833	2.402198084	19.60750727	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.298	chr1	119621476	119621876	401	*	114.454978	102.2558983	12.01099042	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.299	chr1	119646333	119646733	401	*	228.9099559	234.8098405	20.41868371	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.300	chr1	119648843	119649243	401	*	100.3826446	121.1921758	9.608792334	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.301	chr1	119761493	119761893	401	*	96.63002238	111.724037	18.01648563	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.302	chr1	119762592	119762992	401	*	23.45388893	16.09583584	68.46264538	14.70563045	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	
peak.303	chr1	119837486	119837886	401	*	60.04195565	74.79829598	3.603297125	11.02922284	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.304	chr1	120247458	120247858	401	*	99.44448905	22.72353296	12.01099042	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.305	chr1	120961847	120962247	401	*	39.4025334	181.7882637	18.01648563	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.306	chr1	125100590	125100990	401	*	374.3240673	368.3105967	14.4131885	45.34236057	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.307	chr1	125337369	125337769	401	*	24.39204448	77.6387376	13.21208946	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.308	chr1	126155770	126156170	401	*	71.29982234	191.2564024	18.01648563	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.309	chr1	126431021	126431421	401	*	30.02097783	50.18113528	12.01099042	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.310	chr1	126677849	126678249	401	*	44.09331118	56.80883239	8.407693293	6.127346023	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.311	chr1	126681708	126682108	401	*	121.0220669	110.7772232	6.005495209	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.312	chr1	126765340	126765740	401	*	135.0944002	103.2027122	25.22307988	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.313	chr1	127015215	127015615	401	*	47.84593341	32.19167169	221.0022237	15.93109966	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.314	chr1	127854213	127854613	401	*	7.505244456	45.44706591	9.608792334	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.315	chr1	128102619	128103019	401	*	163.2390669	154.3306613	22.82088179	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.316	chr1	128160204	128160604	401	*	60.98011121	90.89413183	16.81538659	13.48016125	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.317	chr1	128243940	128244340	401	*	60.04195565	65.33015725	15.61428754	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.318	chr1	128621917	128622317	401	*	17.82495558	60.59608788	6.005495209	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.319	chr1	128907687	128908087	401	*	33.77360005	69.11741274	8.407693293	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.320	chr1	128990704	128991104	401	*	67.54720011	121.1921758	10.80989138	17.15656886	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.321	chr1	129538492	129538892	401	*	8.443400013	11.36176648	87.68023005	20.83297648	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
