gene	k50_group	q50_group	GENEID	p10.ehet.lfc	p10.ehet.padj	p10.ehom.lfc	p10.ehom.padj	p10.khet.lfc	p10.khet.padj	p10.khom.lfc	p10.khom.padj	p10.rhom.lfc	p10.rhom.padj	p21.ehet.lfc	p21.ehet.padj	p21.ehom.lfc	p21.ehom.padj	p21.khet.lfc	p21.khet.padj	p21.khom.lfc	p21.khom.padj	p21.rhom.lfc	p21.rhom.padj
AW146154	0	0	ENSMUSG00000074166	0.309433623	0.156162079	0.291742034	0.236410878	-0.043568864	0.938486186	0.210112154	0.415552451	-0.230792002	0.324496741	0.196801861	0.222197877	0.16682928	0.435164586	0.143112315	0.461640598	0.215261067	0.256815241	0.149203119	0.51580838
AW209491	2	0	ENSMUSG00000039182	0.343049667	0.081463512	0.08675913	0.752084059	-0.03725873	0.947965581	0.118632938	0.639116462	-0.507448443	0.010181497	0.339987044	0.005349602	0.337320062	0.005955298	0.184973954	0.16728604	0.406929629	0.00049616	0.279375348	0.029261305
AW549877	3	2	ENSMUSG00000041935	-0.415218363	0.031189687	-0.318758525	0.130118623	-0.766143515	7.93e-05	-1.100100438	2.07e-09	-0.52656346	0.006102548	-0.042864719	0.752381241	-0.379470036	9.62e-05	-0.298046369	0.00331309	-0.573960411	5.55e-10	-0.157474759	0.221304282
AW554918	3	3	ENSMUSG00000033632	-0.073811948	0.775115666	0.038004177	0.907609868	0.02986971	0.962157635	0.20094838	0.452789525	0.066728312	0.814538386	-0.167803952	0.354144548	-0.05025145	0.878196963	-0.157641657	0.515715346	-0.229357035	0.377584399	-0.178461369	0.50329702
Aacs	3	0	ENSMUSG00000029482	0.040208895	0.863838118	-0.273125007	0.183979265	-0.496378824	0.011102682	-0.564196096	0.001712863	-0.519396881	0.003747028	-0.231313272	0.07186309	-0.136164437	0.430199609	-0.874376365	3.21e-13	-0.801407293	2.19e-11	-0.516607169	2.82e-05
Aagab	3	2	ENSMUSG00000037257	0.562330747	2.64e-05	0.489852327	0.000307741	-0.093556699	0.763619156	-0.18068374	0.261474688	0.165070532	0.290882413	-0.034227507	0.746927237	0.118895241	0.268784895	-0.216144048	0.013975733	0.078688934	0.434711229	-0.078794365	0.552811
Aak1	3	3	ENSMUSG00000057230	-0.172093003	0.492458841	0.383261987	0.200281628	0.092777563	0.824314411	0.158002447	0.628594065	0.266027442	0.333916634	-0.210703814	0.13352825	0.094803474	0.636045121	0.188642457	0.229266688	0.579951258	1.45e-05	0.021394603	0.947226971
Aamdc	3	3	ENSMUSG00000035642	0.180796618	0.377846188	-0.155831318	0.522590032	-0.118128471	0.749646772	0.167458174	0.477302069	-0.61324477	0.00160072	0.034371871	0.853199722	-0.024800559	0.934427495	-0.130172098	0.538231137	-0.012788543	0.963230845	0.002641028	0.996144531
Aamp	0	0	ENSMUSG00000006299	-0.086337496	0.756629335	-0.344965097	0.212699915	-0.145760502	0.688980232	-0.203979004	0.494219147	-0.00467461	0.993209473	-0.097111518	0.571266584	0.10578458	0.698480696	0.045732088	0.869154822	0.126129908	0.581660103	0.011050758	0.978439659
Aanat	1	0	ENSMUSG00000020804	0.188616351	0.458710138	0.694239333	0.083331187	0.236960718	0.386131202	-0.031633428	0.942652215	0.311147539	0.282422096	0.097218423	0.546680385	-0.36771117	0.234051046	0.687082188	0.04725644	-0.457829039	0.236631268	0.105998261	0.714384548
Aar2	1	0	ENSMUSG00000027628	0.434661311	0.065997336	-0.024310716	0.951408936	0.192700657	0.552841875	0.100864699	0.751391684	-0.057975278	0.849152261	-0.052633622	0.757445651	0.281258733	0.120840214	0.141164445	0.459004289	0.296564699	0.090127674	0.073287945	0.796687194
Aars2	1	0	ENSMUSG00000023938	0.317999055	0.04230904	0.279013458	0.101788577	-0.210252512	0.330136355	0.24212254	0.146550229	-0.569866752	0.000143149	0.19521093	0.082208438	0.207554298	0.087529384	-0.4047575	0.000179567	0.190723833	0.098383383	-0.406944614	0.000165338
Aasdh	2	2	ENSMUSG00000055923	-0.207253589	0.353428115	0.202574134	0.424913065	-0.054075327	0.916679361	0.036555222	0.911207861	0.124056915	0.620073101	0.14410745	0.399952671	0.029675085	0.92799631	0.16986651	0.413874675	0.010105568	0.971132346	-0.059604269	0.852077987
Aasdhppt	1	0	ENSMUSG00000025894	0.268307614	0.106775693	0.275582527	0.130393481	-0.22742297	0.297967816	-0.070309012	0.760054254	-0.387134959	0.017722162	0.059824924	0.625620931	0.000298416	0.99190983	-0.312757535	0.003090553	-0.122890571	0.306242451	-0.116433062	0.43523859
Aatf	1	3	ENSMUSG00000018697	0.271144536	0.190322394	-0.18199695	0.468939937	-0.041027533	0.942241209	-0.529139441	0.01228468	0.034397173	0.905994242	-0.11655784	0.438803319	0.0869636	0.682627013	-0.170901685	0.299886391	-0.270899701	0.078876484	0.119318537	0.566145354
Abat	3	0	ENSMUSG00000057880	-0.39935804	0.169161154	-0.036066426	0.914798527	0.162401971	0.563370556	0.516768138	0.176867566	-0.121837374	0.665357049	0.06769329	0.708061741	0.141820724	0.643533875	0.251906859	0.352676276	0.112586656	0.754310783	-0.253724755	0.362211983
Abca1	3	3	ENSMUSG00000015243	-1.474960862	5.7e-12	-0.305147954	0.207887176	-0.442206898	0.070251712	-1.083496755	2.88e-07	0.371928125	0.090667007	-0.345420685	0.037354109	-0.156242918	0.471164973	0.266219962	0.137982308	0.465364918	0.006093416	1.160849708	2.29e-13
Abca4	3	3	ENSMUSG00000028125	1.994109809	2.16e-09	0.024198355	0.946415322	0.661277779	0.05790714	-0.278108417	0.41098788	-0.319130564	0.25533555	0.299496959	0.034788558	-0.522808607	0.00016346	-0.107134072	0.533507922	-2.155249327	1.32e-60	-1.484741378	1.8600000000000002e-29
Abcb4	3	3	ENSMUSG00000042476	-0.090304854	0.745059336	0.046147882	0.896358693	-0.220099901	0.48109363	0.851189588	0.010011145	-0.319752328	0.261208077	-0.033164991	0.855183925	-0.05294451	0.880884481	-0.054036162	0.860207482	0.338367383	0.303073738	-0.173808501	0.542235161
Abcb8	0	0	ENSMUSG00000028973	0.332563605	0.209329858	0.233076152	0.436075321	-0.123696107	0.75178176	-0.187626404	0.57273956	-0.073363537	0.812188585	0.327468937	0.095221944	0.337211212	0.143492131	-0.031715243	0.909496071	-0.154400551	0.55635568	-0.056554496	0.872847621
Abcc10	2	0	ENSMUSG00000032842	0.05659815	0.803052582	0.064028416	0.817381851	-0.041565486	0.931057656	-0.432145353	0.029323633	-0.282881211	0.151729079	-0.104170086	0.526111958	-0.205832556	0.311647213	-0.089754921	0.676063851	-0.450230449	0.012215707	-0.367642199	0.042845072
Abcc2	1	3	ENSMUSG00000025194	0.18462144	0.476908394	0.189779457	0.524203865	0.007917956	0.989678042	0.329175615	0.370568053	0.202954656	0.476648453	0.040697041	0.811869681	-0.002896599	0.993139542	0.716347412	0.033666241	-0.281638335	0.451838098	0.112256056	0.706692157
Abcc3	1	0	ENSMUSG00000020865	0.062525707	0.825243296	0.174190444	0.563758573	0.073422478	0.860849275	0.795826393	0.035571112	0.061435253	0.846911627	0.120226742		0.487823689	0.14325356	0.045788524	0.872441385	0.856841816	0.06012778	0.062208348	0.816466794
Abcc8	1	0	ENSMUSG00000040136	0.487676845	0.006104742	0.867734905	2.47e-07	0.137105643	0.652591587	-0.025991028	0.924826026	0.680795527	6.61e-05	-0.070425096	0.635453808	0.657125154	1.04e-07	0.102564413	0.531391225	-0.263380856	0.067558513	-0.029931002	0.916587852
Abcd2	3	2	ENSMUSG00000055782	0.620857896	8.84e-05	1.361682153	2.76e-20	-0.233101294	0.292134093	0.085196385	0.702123147	0.198936409	0.271914681	0.200615461	0.076677285	1.123212727	1.4700000000000002e-31	-0.387947555	0.000369432	-0.230014459	0.045878012	0.343213937	0.001579273
Abcd3	1	0	ENSMUSG00000028127	-0.094541356	0.506836855	-0.268416213	0.036670221	-0.073553055	0.807475876	0.207439653	0.099149239	0.333183436	0.003648103	-0.155319806	0.216337708	0.075504805	0.672507304	-0.052450865	0.744956629	0.491854807	9.69e-06	0.261737977	0.039830419
Abce1	1	0	ENSMUSG00000058355	0.015681079	0.946308128	0.23529571	0.136148356	-0.006635905	0.990329065	0.16947166	0.290769008	-0.183661586	0.235679347	0.093031375	0.3370119	0.15412239	0.129521527	0.096206945	0.355196455	0.32514442	5.89e-05	0.109226509	0.36607063
Abcf2	1	0	ENSMUSG00000028953	0.636586374	0.00030256	0.365294684	0.059417715	0.055250267	0.901566147	0.018377084	0.961524695	0.106051925	0.656401101	-0.129845651	0.273354843	0.018201601	0.926138466	-0.200872504	0.08675757	-0.077669889	0.547842726	-0.203440207	0.099069639
Abcf3	1	0	ENSMUSG00000003234	0.531588941	0.001053786	0.215770141	0.267716204	0.024010947	0.96759135	0.02154958	0.935158765	-0.229032747	0.192392132	-0.036287772	0.751212415	0.128384231	0.276941006	-0.085285378	0.468790965	0.037382616	0.77290865	-0.010715018	0.966504958
Abcg1	0	0	ENSMUSG00000024030	0.011310017	0.959088935	0.135004848	0.514908693	-0.648426835	3.01e-05	-1.272083385	1.9e-18	-0.15468484	0.400007407	-0.220423173	0.097239317	-0.300992013	0.028028768	-1.018020882	2.86e-17	-0.639342398	1.83e-07	0.049424535	0.840397152
Abcg4	1	0	ENSMUSG00000032131	-0.071603388	0.73550472	-0.513146566	0.003931897	0.080192907	0.845187491	-0.427836339	0.015701382	-0.510812224	0.002992601	0.196940549	0.181293207	0.182309183	0.320402891	-0.115409102	0.520257435	-0.49769548	0.00071528	-0.595389393	4.21e-05
Abhd11	1	0	ENSMUSG00000040532	0.26372059	0.291481006	-0.346145881	0.223457538	-0.509510202	0.096945183	-1.132324054	6.05e-05	-0.480778487	0.072810477	0.004385181	0.981279975	-0.051332484	0.856729932	-0.156130558	0.44298141	-0.088086783	0.704890512	-0.769091957	3.5e-05
Abhd12	1	1	ENSMUSG00000032046	0.472765129	0.115882419	0.674453511	0.057260862	0.026829473	0.962508542	0.21652328	0.544841529	0.357628539	0.224726285	0.229013741	0.219748769	0.002696689	0.993246241	0.378643218	0.205100792	0.164141454	0.683226708	0.147071463	0.603863005
Abhd13	0	0	ENSMUSG00000040396	-0.062918715	0.737271806	0.171011521	0.352564075	0.181622964	0.415728571	0.158850927	0.3604248	-0.199058676	0.217644252	0.023966786	0.861333579	0.123747265	0.400032237	-0.025649283	0.874449387	0.295619822	0.007389231	0.129107447	0.399461523
Abhd17a	3	2	ENSMUSG00000003346	0.213277649	0.418026768	0.061650508	0.85806741	-1.100724143	0.002151169	-2.394711292	5.02e-12	-1.174623101	0.000528862	0.234099054	0.200232431	0.237312661	0.414459013	-0.219753434	0.433310984	-1.184895765	0.00601957	-0.286841191	0.27784729
Abhd17c	3	3	ENSMUSG00000038459	-0.108655408	0.630608573	-0.38780785	0.077526747	-0.04600785	0.931247219	-0.180651704	0.455052224	-0.050836812	0.845588322	-0.092853062	0.592678791	0.236131502	0.273113644	-0.177912565	0.382762083	0.368394845	0.060074657	0.071730839	0.819508017
Abhd2	3	3	ENSMUSG00000039202	-0.135494647	0.614893238	0.239728181	0.424895628	0.08985681	0.841262714	0.568797828	0.060681447	-0.133746712	0.645616318	-0.031682631	0.86385992	0.298060498	0.288913856	0.659435497	0.020369047	0.814643512	0.004715865	-0.025530601	0.950527692
Abhd3	3	3	ENSMUSG00000002475	-0.376841112	0.043232971	0.084360652	0.732610566	2.601782366	4.16e-65	2.857817018	1.3800000000000002e-79	-0.407626069	0.025581296	-0.449096501	0.002161877	-0.130332301	0.494634279	2.479858734	4.51e-97	2.122402172	3.65e-71	-0.790483201	1.31e-08
Abhd5	3	0	ENSMUSG00000032540	0.31935265	0.145782343	0.038080545	0.906738366	0.178215406	0.588687566	0.411148155	0.078598119	0.302478676	0.187028331	-0.001510562	0.985886771	0.004916482	0.985472807	-0.059529237	0.717118601	0.154212776	0.287415874	0.091307035	0.658921274
Abhd8	0	0	ENSMUSG00000007950	0.881603127	0.00189677	0.179397329	0.537781168	0.028949374	0.964606196	0.018388868	0.965016526	-0.349391753	0.182504735	-0.205696431	0.112237524	-0.000366101	0.999510618	-0.555794869	3.59e-06	0.021654701	0.904373243	-0.243491914	0.085857497
Abi1	3	3	ENSMUSG00000058835	-0.157758876	0.507157025	-0.102953074	0.723176534	-0.002033087	0.996853424	-0.078146919	0.805668027	-0.021819096	0.941247815	0.062314744	0.739721663	-0.064692217	0.841158955	0.217932642	0.361763269	0.326211215	0.190274415	0.163678121	0.556414424
Abi3	0	0	ENSMUSG00000018381	-0.770769859	0.05495378	-2.018227466	0.000399865	-1.098461352	0.042820501	-0.764293245	0.077565182	-0.14126419	0.601146344	-1.538125972	0.006485606	-2.035412514	0.000494728	-0.75697388	0.063486371	-0.653427302	0.136904588	0.062448262	0.825920796
Abl1	1	0	ENSMUSG00000026842	-0.53373743	0.050108956	0.139244465	0.649037608	-0.016116843	0.9818565	-0.184327132	0.561789239	-0.042651073	0.894090092	0.405303948	0.044285941	-0.031245419	0.9276482	0.265096663	0.231797856	-0.26747995	0.257546202	-0.087756557	0.781422288
Ablim1	3	3	ENSMUSG00000025085	0.226705995	0.222977921	0.098480748	0.682138776	0.719035515	6.71e-05	1.574837565	2.6900000000000002e-21	0.926832446	1e-07	-0.408743158	0.007125967	-0.525786332	0.000406322	0.268343057	0.087345087	1.270669276	2.48e-20	0.022347905	0.955286977
Abr	1	2	ENSMUSG00000017631	-0.5860959	0.054812538	-0.29506688	0.331779216	-0.033785253	0.953312103	-0.003703093	0.99131442	0.277283987	0.325793791	-0.241247548	0.201404804	-0.203375147	0.444525864	-0.226593603	0.36063864	0.188181073	0.515960306	0.031386832	0.921034091
Abra	1	0	ENSMUSG00000042895											0.037691628		-0.090684593		0.031259554	0.909016858	-0.461940169	0.275548502	-0.015347004	0.95908817
Abraxas1	3	2	ENSMUSG00000035234	0.598180278	0.037403618	0.825979374	0.00702976	-0.183556642	0.591600011	-0.787733411	0.0106438	0.07917381	0.79816595	0.019740657	0.919368	1.732752094	3.68e-11	-0.194843982	0.461280477	-0.472555755	0.103539144	0.024080995	0.952330597
Abraxas2	3	2	ENSMUSG00000030965	-0.408093329	0.155144034	0.242073545	0.431599621	-0.165979625	0.610453308	-0.272180754	0.432629094	0.062392638	0.84952858	0.330927837	0.06822526	-0.045152055	0.882788845	0.42660743	0.028261451	-0.334570439	0.116650256	0.104929371	0.708513385
Abt1	2	3	ENSMUSG00000036376	0.150558059	0.468643453	-0.183549301	0.431626507	0.032655607	0.956226462	-0.022677484	0.937044953	-0.296727086	0.137649992	0.048462514	0.778645746	-0.016608069	0.952469551	-0.033915883	0.875591018	0.008247858	0.971709431	-0.061030742	0.828165558
Abtb1	0	0	ENSMUSG00000030083	0.022235812	0.9283648	-0.297174271	0.14285011	-0.174116427	0.540028913	-0.40702787	0.028251211	-0.595536062	0.000826927	0.031512568	0.834506099	0.104600064	0.553773289	0.00485346	0.981707477	0.154204267	0.272518894	0.10213527	0.600726427
Acaa1a	3	3	ENSMUSG00000036138	0.504893982	0.00942816	0.409032434	0.045603289	0.078869465	0.857834753	-0.073871734	0.78798918	0.232036792	0.263713316	0.363404917	0.020051093	-0.070869517	0.772511729	0.207109261	0.229927015	-0.751845484	6.32e-07	-0.27958442	0.107753546
Acad11	0	0	ENSMUSG00000090150	-0.146503057	0.559945346	0.09026029	0.766930995	-0.095376135	0.768628039	0.189788591	0.618830673	0.322864812	0.264886795	0.019285792	0.910777146	0.107984898	0.733081042	0.351667145	0.237156723	0.084503107	0.843519359	0.212649569	0.423531839
Acad8	1	1	ENSMUSG00000031969	0.475126534	0.002768586	-0.034773555	0.895164672	-0.122346435	0.689466095	-0.371499783	0.023732542	-0.243067875	0.152929259	0.105791275	0.403267161	-0.05984296	0.756935174	-0.236041372	0.063673261	-0.318193143	0.007526599	-0.371679408	0.001762249
Acadl	3	3	ENSMUSG00000026003	0.027561998	0.919840565	-0.354874598	0.133662891	0.217276353	0.457256371	0.982271647	1.19e-06	0.14351019	0.552439501	-0.248831448	0.125951464	-0.02351448	0.930593241	0.230147233	0.200260902	0.639815331	4.71e-05	0.205328774	0.302533181
Acadm	1	1	ENSMUSG00000062908	0.214546294	0.31245189	1.099206348	2.84e-08	-0.040186392	0.944430446	0.064981602	0.827319854	-0.199007836	0.378857756	1.113404403	1.89e-07	0.422821625	0.057628958	-0.543934559	0.014289344	-0.548477945	0.014622063	-0.045572087	0.900103243
Acads	1	0	ENSMUSG00000029545	-0.08414691	0.742102303	0.034157984	0.919124916	-0.054751935	0.882462994	-0.181962926	0.631138422	-0.161578824	0.552439501	0.098445483	0.441396591	0.040866133	0.89475345	-0.090371429	0.733899739	0.065084422	0.887734851	-0.01092228	0.97334504
Acadvl	3	2	ENSMUSG00000018574	0.364074673	0.045433683	-0.830654785	2.76e-06	-0.193104069	0.455648497	-1.464892748	7.5e-18	-0.210422055	0.265226897	-0.091756163	0.455226739	-1.058895679	5.0499999999999995e-25	-0.379381836	0.000522897	-1.657011537	8.400000000000001e-58	-0.493271387	3.03e-06
Acap2	3	1	ENSMUSG00000049076	-0.314147545	0.187491323	0.096802944	0.752084059	-0.009683609	0.989035157	0.064199121	0.854578033	0.200443775	0.441549835	0.208398133	0.009073353	0.076161061	0.49802426	-0.074424686	0.436421735	-0.033234644	0.733068871	-0.009387141	0.963707727
Acat1	1	3	ENSMUSG00000032047	0.224364833	0.283569744	-0.17758589	0.459319195	-0.091064209	0.826321641	0.106822856	0.69376676	-0.935176092	2.43e-06	-0.201747944	0.051252396	-0.275982037	0.005839493	-0.064160208	0.624106531	0.105507489	0.350850162	0.069745337	0.661640987
Acbd3	3	2	ENSMUSG00000026499	-0.308283978	0.044636643	-0.078156255	0.716610178	0.08727577	0.807475876	-0.014195775	0.952190574	0.065223186	0.747617655	-0.128586181	0.326731527	0.060216084	0.74950918	0.118627516	0.395728978	0.107316627	0.446170009	0.077414511	0.688983709
Acbd4	1	1	ENSMUSG00000056938	0.812033582	0.007349777	0.415374927	0.16537866	0.184164971	0.588687566	0.237487069	0.462088466	-0.067377453	0.82638522	0.178034025	0.295758844	0.359381745	0.069529315	0.128478539	0.557968055	-0.027750462	0.915897982	0.115274691	0.674651396
Acbd5	1	0	ENSMUSG00000026781	-0.082581793	0.696050946	0.173955422	0.430239575	0.067136023	0.875797599	0.364255797	0.044257821	-0.064346501	0.78542591	-0.03665446	0.739029458	-0.068251527	0.605429294	-0.085740298	0.420797571	-0.006450878	0.960013411	-0.117946247	0.313663214
Acbd6	3	3	ENSMUSG00000033701	0.073102295	0.774098866	-0.59847552	0.011034326	-0.009265871	0.989714233	1.054935624	8.98e-07	0.475800434	0.03254529	-0.69183381	6.64e-07	-0.538633035	8.57e-05	-0.374728962	0.00836951	0.480861949	0.000280415	0.12135	0.546504832
Acbd7	1	1	ENSMUSG00000026644	-0.069738693	0.768445016	-0.354039769	0.218371584	0.008714872	0.986922457	-0.08165218	0.839666177	0.068840494	0.804303128	-0.457919293		-1.715880482	0.002328507	-0.982446538	0.0311563	-1.151583901	0.018026396	0.015198858	0.967590204
Acer2	3	2	ENSMUSG00000038007	0.332900098	0.162474933	0.520532528	0.045524116	-0.166816049	0.627630024	-0.443534633	0.093223842	0.173901056	0.505841858	0.078552737	0.673819866	0.083646641	0.785651395	-0.385161596	0.102882508	-0.977772075	3.81e-05	-0.443586878	0.065609244
Ackr1	2	1	ENSMUSG00000037872	0.473512566	0.007840812	0.18425954	0.396347317	-0.215361705	0.392021439	-0.111618285	0.62742794	0.598183675	0.000528994	0.286804777	0.002720987	0.476335002	4.18e-08	-0.002840164	0.98389678	0.566699316	2.63e-11	0.32811982	0.000385674
Ackr3	3	2	ENSMUSG00000044337	-0.029907397	0.92195878	-0.130813906	0.675403218	0.092000668	0.825945319	1.336755698	6.22e-05	-0.189087991	0.509388006	-0.745850022	0.002437715	-0.580903439	0.014305461	0.114319962	0.64358755	0.428982572	0.059814312	0.693177354	0.001364354
Ackr4	3	2	ENSMUSG00000079355	-0.153661014	0.555306893	-0.031089314	0.928123707	0.043110328	0.92516156	0.731975629	0.059383284	0.208065448	0.469427522	0.20729872	0.272148304	0.176795881	0.561177284	0.291066995	0.30105711	0.225311176	0.523740046	0.786109459	0.01539921
Acly	3	0	ENSMUSG00000020917	-0.005152425	0.975265091	0.085747737	0.704477863	0.097585022	0.779761673	0.09680665	0.642528243	-0.210923587	0.208000466	-0.06950668	0.653487329	0.227291586	0.169826048	-0.294938428	0.047316332	0.953721542	5.09e-13	-0.379012458	0.008453047
Aco1	3	3	ENSMUSG00000028405	-0.188276775	0.168517992	-0.329619123	0.014137244	0.026930683	0.955723384	-0.415893879	0.000752434	-0.254558895	0.055667194	-0.347727462	0.005155105	0.252369514	0.056052021	0.076915989	0.619555283	0.12824688	0.366322778	-0.079236976	0.701020075
Aco2	3	0	ENSMUSG00000022477	0.427303542	0.040929647	0.20795431	0.37095316	-0.016498503	0.978667056	-0.423664402	0.052576067	-0.188654669	0.431974542	-0.135355552	0.211953128	0.214085788	0.060435798	-0.168727945	0.134488702	0.192279138	0.080192604	0.143198597	0.288064106
Acot11	3	3	ENSMUSG00000034853	0.071369622	0.803527089	0.079519965	0.80672667	0.022058919	0.971731991	0.619217672	0.046896337	0.478842568	0.099174554	-0.02729292	0.875622417	-0.113410915	0.627161603	-0.162580477	0.395800821	-0.117619807	0.575431425	0.070721056	0.80996135
Acot12	1	2	ENSMUSG00000021620											0.009286755		-0.537789942	0.123737006	-0.103572756	0.718192378	0.116289292	0.783247548	-0.309247975	0.251242674
Acot7	3	0	ENSMUSG00000028937	0.458126232	0.058779557	-0.045164531	0.895090689	-0.079737674	0.850696637	0.287891657	0.271220128	-0.159146553	0.532332588	-0.316411224	0.033964251	-0.095784561	0.65941332	-0.484500599	0.001060582	-0.030720777	0.883724043	-0.114893174	0.606612605
Acot8	0	0	ENSMUSG00000017307	0.110467526	0.654682525	-0.09743892	0.735025307	-0.15782594	0.64265911	-0.612439822	0.008018256	-0.634121325	0.005591937	0.236985584	0.219028683	0.096963507	0.754566287	0.145899683	0.566223475	-0.089986634	0.770779311	-0.076874654	0.826703453
